N,BIBID,ITEMID,Code barre,D.CREATION,D.MODIF,Cote,Inventaire,Titre,Auteur,Staff-Note,ISBN-A,Item class,Nb Page,Date edition,Editeur,Prix
12854,95525,1580166,'046200014133',11/29/2010,11/29/2010,STA 309 (30),inv. 15657 (10),Statistique mathématique,Mohamed Ben Ali Moncef -,inv. 15657 (10),9973370414,Monographie prêtable (50),359 p.,2002,C.P.U.,-
12855,95525,1580188,'046200014134',11/29/2010,11/29/2010,STA 309 (29),inv. 15657 (9),Statistique mathématique,Mohamed Ben Ali Moncef -,inv. 15657 (9),9973370414,Monographie prêtable (50),359 p.,2002,C.P.U.,-
12856,95525,1581357,'046200014135',11/30/2010,11/30/2010,STA 309 (27),inv. 15657 (7),Statistique mathématique,Mohamed Ben Ali Moncef -,inv. 15657 (7),9973370414,Monographie prêtable (50),359 p.,2002,C.P.U.,-
12857,95525,1581349,'046200014136',11/30/2010,11/30/2010,STA 309 (28),inv. 15657 (8),Statistique mathématique,Mohamed Ben Ali Moncef -,inv. 15657 (8),9973370414,Monographie prêtable (50),359 p.,2002,C.P.U.,-
12858,95525,1581401,'046200014137',11/30/2010,11/30/2010,STA 309 (25),inv. 15657 (5),Statistique mathématique,Mohamed Ben Ali Moncef -,inv. 15657 (5),9973370414,Monographie prêtable (50),359 p.,2002,C.P.U.,-
12859,95525,1581391,'046200014138',11/30/2010,11/30/2010,STA 309 (26),inv. 15657 (6),Statistique mathématique,Mohamed Ben Ali Moncef -,inv. 15657 (6),9973370414,Monographie prêtable (50),359 p.,2002,C.P.U.,-
12860,95525,1581409,'046200014139',11/30/2010,11/30/2010,STA 309 (22),inv. 15657 (2),Statistique mathématique,Mohamed Ben Ali Moncef -,inv. 15657 (2),9973370414,Monographie prêtable (50),359 p.,2002,C.P.U.,-
12861,95525,1581405,'046200014140',11/30/2010,11/30/2010,STA 309 (24),inv. 15657 (4),Statistique mathématique,Mohamed Ben Ali Moncef -,inv. 15657 (4),9973370414,Monographie prêtable (50),359 p.,2002,C.P.U.,-
12862,1285392,1581493,'046200014141',11/30/2010,11/30/2010,STA 156 (A1),inv. 6826 (1),Concepts et méthodes de la statistique,L. D'Hainaut -,inv. 6826 (1),-,Monographie prêtable (50),367 p.,1975,"Nathan, éd. Labor",-
12863,95525,1581411,'046200014142',11/30/2010,11/30/2010,STA 309 (23),inv. 15657 (3),Statistique mathématique,Mohamed Ben Ali Moncef -,inv. 15657 (3),9973370414,Monographie prêtable (50),359 p.,2002,C.P.U.,-
12864,1285392,1581506,'046200014143',11/30/2010,11/30/2010,STA 156 (A2),inv. 6826 (2),Concepts et méthodes de la statistique,L. D'Hainaut -,inv. 6826 (2),-,Monographie prêtable (50),367 p.,1975,"Nathan, éd. Labor",-
12865,1285392,1581498,'046200014144',11/30/2010,11/30/2010,STA 156 (A3),inv. 7484,Concepts et méthodes de la statistique,L. D'Hainaut -,inv. 7484,-,Monographie prêtable (50),367 p.,1975,"Nathan, éd. Labor",-
12866,1285393,1581523,'046200014145',11/30/2010,11/30/2010,STA 156 (B2),inv. 7987,Concepts et méthodes de la statistique,L. D'Hainaut -,inv. 7987,2-8259-0054-0,Monographie prêtable (50),382 p.,1978,"Nathan, éd. Labor",-
12867,1285392,1581510,'046200014146',11/30/2010,11/30/2010,STA 156 (A4),inv. 7986,Concepts et méthodes de la statistique,L. D'Hainaut -,inv. 7986,-,Monographie prêtable (50),367 p.,1975,"Nathan, éd. Labor",-
12868,473100,1581567,'046200014147',11/30/2010,11/30/2010,STA 154 (6),inv. 7499 (1),Méthodologies générales de traitement statistique de l'information de masse...,Michel Masson... -,inv. 7499 (1),-,Monographie prêtable (50),XII-368 p.,1980,CEDIC,-
12869,1563376,1581531,'046200014148',11/30/2010,11/30/2010,STA 151,inv. 12332,Aide-mémoire de probabilitès et statistiques,Jacques Marceil -,inv. 12332,2729892222,Monographie prêtable (50),159 p.,1992,Ellipses,-
12870,473100,1581598,'046200014149',11/30/2010,11/30/2010,STA 154 (5),inv. 6813 (5),Méthodologies générales de traitement statistique de l'information de masse...,Michel Masson... -,inv. 6813 (5),-,Monographie prêtable (50),XII-368 p.,1980,CEDIC,-
12871,473100,1581586,'046200014150',11/30/2010,11/30/2010,STA 154 (1),inv. 6813 (1),Méthodologies générales de traitement statistique de l'information de masse...,Michel Masson... -,inv. 6813 (1),-,Monographie prêtable (50),XII-368 p.,1980,CEDIC,-
12872,473100,1581644,'046200014151',11/30/2010,11/30/2010,STA 154 (4),inv. 154 (4),Méthodologies générales de traitement statistique de l'information de masse...,Michel Masson... -,inv. 154 (4),-,Monographie prêtable (50),XII-368 p.,1980,CEDIC,-
12873,473100,1581625,'046200014152',11/30/2010,11/30/2010,STA 154 (7),inv. 7499 (2),Méthodologies générales de traitement statistique de l'information de masse...,Michel Masson... -,inv. 7499 (2),-,Monographie prêtable (50),XII-368 p.,1980,CEDIC,-
12874,97919,1581679,'046200014153',11/30/2010,11/30/2010,STA 155,inv. 3224,Statistique et recherche appliquée,François Viallet -,inv. 3224,-,Monographie prêtable (50),269 p.,1970,chotard et associés,-
12875,473100,1581652,'046200014154',11/30/2010,11/30/2010,STA 154 (2),inv. 6813 (2),Méthodologies générales de traitement statistique de l'information de masse...,Michel Masson... -,inv. 6813 (2),-,Monographie prêtable (50),XII-368 p.,1980,CEDIC,-
12876,57680,1582146,'046200014155',11/30/2010,11/30/2010,STA 150 (2),inv. 9811,Introduction à la statistique,"Jean-Pierre Belisle,Jacques Desrosiers -",inv. 9811,2891051122,Monographie prêtable (50),281 p.,1983,Gataen Morin,-
12877,57680,1582133,'046200014156',11/30/2010,11/30/2010,STA 150 (1),inv. 8374,Introduction à la statistique,"Jean-Pierre Belisle,Jacques Desrosiers -",inv. 8374,2891051122,Monographie prêtable (50),281 p.,1983,Gataen Morin,-
12878,57680,1582186,'046200014157',11/30/2010,11/30/2010,STA 150 (3),inv. 13384 (3),Introduction à la statistique,"Jean-Pierre Belisle,Jacques Desrosiers -",inv. 13384 (3),2891051122,Monographie prêtable (50),281 p.,1983,Gataen Morin,-
12879,10060,1582167,'046200014158',11/30/2010,11/30/2010,Ro 151,inv. 9048,Recherche opérationnelle,"Jean-Michel Hélary, René Pédrono -",inv. 9048,2705659544,Monographie prêtable (50),462 p.,1983,Hermann,-
12880,3540,1582917,'046200014159',11/30/2010,11/30/2010,STA 160 (3),inv. 14675 (1),Cours de probabilité,Alain Monfort -,inv. 14675 (1),2-7178-3029-4,Monographie prêtable (50),258 p.,1996,Économica,-
12881,172107,1582769,'046200014160',11/30/2010,11/30/2010,STA 157,inv. 3076,Dcision analysis,"Howard, Raiffa -",inv. 3076,201062909,Monographie prêtable (50),309 p.,1968,Addison-Wesley,-
12882,94786,1582963,'046200014161',11/30/2010,11/30/2010,STA 159 (1),inv. 7018,Exercices pédagogiques de statistique et économétrie,"par Claude Mouchot,... -",inv. 7018,2-7178-0191-X,Monographie prêtable (50),225 p.,1979,Économica,55 F
12883,3540,1582938,'046200014162',11/30/2010,11/30/2010,STA 160 (4),inv. 14675 (2),Cours de probabilité,Alain Monfort -,inv. 14675 (2),2-7178-3029-4,Monographie prêtable (50),258 p.,1996,Économica,-
12884,10022,1582994,'046200014163',11/30/2010,11/30/2010,STA 159 (8),inv. 10024 (2),Exercices pédagogiques de statistique et économétrie,Claude Mouchot -,inv. 10024 (2),2-7178-1629-1,Monographie prêtable (50),233 p.,1989,Économica,-
12885,10022,1582980,'046200014164',11/30/2010,11/30/2010,STA 159 (3),inv. 10012 (2),Exercices pédagogiques de statistique et économétrie,Claude Mouchot -,inv. 10012 (2),2-7178-1629-1,Monographie prêtable (50),233 p.,1989,Économica,-
12886,10022,1583007,'046200014165',11/30/2010,11/30/2010,STA 159 (5),inv. 10012 (4),Exercices pédagogiques de statistique et économétrie,Claude Mouchot -,inv. 10012 (4),2-7178-1629-1,Monographie prêtable (50),233 p.,1989,Économica,-
12887,10022,1583001,'046200014166',11/30/2010,11/30/2010,STA 159 (6),inv. 10012 (5),Exercices pédagogiques de statistique et économétrie,Claude Mouchot -,inv. 10012 (5),2-7178-1629-1,Monographie prêtable (50),233 p.,1989,Économica,-
12888,10022,1583027,'046200014167',11/30/2010,11/30/2010,STA 159 (2),inv. 10012 (1),Exercices pédagogiques de statistique et économétrie,Claude Mouchot -,inv. 10012 (1),2-7178-1629-1,Monographie prêtable (50),233 p.,1989,Économica,-
12889,10022,1583016,'046200014168',11/30/2010,11/30/2010,STA 159 (4),inv. 10012 (3),Exercices pédagogiques de statistique et économétrie,Claude Mouchot -,inv. 10012 (3),2-7178-1629-1,Monographie prêtable (50),233 p.,1989,Économica,-
12890,9752,1583060,'046200014169',11/30/2010,11/30/2010,STA 158 (1),inv. 6968 (1),Mathématiques économiques,"Claude Thimonier,... -",inv. 6968 (1),2-7178-0327-0,Monographie prêtable (50),190 p.,1981,Economica,50 F
12891,9752,1583051,'046200014170',11/30/2010,11/30/2010,STA 158 (2),inv. 6968 (2),Mathématiques économiques,"Claude Thimonier,... -",inv. 6968 (2),2-7178-0327-0,Monographie prêtable (50),190 p.,1981,Economica,50 F
12892,248996,1583410,'046200014171',11/30/2010,11/30/2010,STA 177 (2),inv. 7556 (2),Inference statistique,Jacques Cartier -,inv. 7556 (2),289092002x,Monographie prêtable (50),182 p.,1979,Ed. sciences et culture,-
12893,784420,1583346,'046200014172',11/30/2010,11/30/2010,STA 179 (1),inv. 7557 (1),Calcul des probabilités,"Jacques Cartier, Régis Parent, Jean-Marc Picard -",inv. 7557 (1),2-89092-001-1,Monographie prêtable (50),158 p.,1979,Editions Science et culture,-
12894,93395,1583464,'046200014173',11/30/2010,11/30/2010,STA 173 (3),inv. 3817,Les Méthodes modernes de l'économie appliquée,Gérard Worms préface de Jean Mothes,inv. 3817,2-04-007260-8,Monographie prêtable (50),252 p.,1975,Dunod,-
12895,1149840,1583444,'046200014174',11/30/2010,11/30/2010,STA 175,inv. 3074,Econometric models and methods,Carl F. Christ -,inv. 3074,-,Monographie prêtable (50),705 p.,1966,John Wiley and Sons,-
12896,96360,1583597,'046200014175',11/30/2010,11/30/2010,STA 173 (4),inv. 1667,Les méthodes modernes de l'économie appliquée,Gérard Worms préface de Jean Mothes,inv. 1667,-,Monographie prêtable (50),"XVI, 252 p.",1971,Dunod,-
12897,93395,1583576,'046200014176',11/30/2010,11/30/2010,STA 173 (2),inv. 4337,Les Méthodes modernes de l'économie appliquée,Gérard Worms préface de Jean Mothes,inv. 4337,2-04-007260-8,Monographie prêtable (50),252 p.,1975,Dunod,-
12898,74643,1583781,'046200014177',11/30/2010,11/30/2010,STA 171,inv. 3409,"La base mathématique commune de l'économie politique, de la comptabilité et du droit patrimonial",Jean Masclet Préf. de Henri Guitton,inv. 3409,-,Monographie prêtable (50),221 p.,1972,L. G. D. J.,-
12899,28355,1583643,'046200014178',11/30/2010,11/30/2010,STA 172,inv. 4851,Recherches sur les principes mathématiques de la théorie des richesses,Augustin Cournot Henri Guitton,inv. 4851,-,Monographie prêtable (50),253 p.,1974,Calmann-Levy,-
12900,20808,1584109,'046200014179',11/30/2010,11/30/2010,STA 165,inv. 3165,La logique de l'investigation économique,Alain Bonnafous Henri Guitton,inv. 3165,-,Monographie prêtable (50),309 p.,1973,Dunod,-
12901,19804,1584033,'046200014180',11/30/2010,11/30/2010,STA 168 (1),inv. 705,Le calcul économique,J. Lesourne -,inv. 705,-,Monographie prêtable (50),252 p.,1964,Dunod,-
12902,1389,1584221,'046200014181',11/30/2010,11/30/2010,STA 164 (2),inv. 4340,Économétrie appliquée,"par Georges Rottier,... -",inv. 4340,2-04-003256-8,Monographie prêtable (50),XVI-284 p.,1975,Dunod,80 F
12903,96580,1584193,'046200014182',11/30/2010,11/30/2010,STA 166,inv. 1902,Précision et incertitude des données économiques,Oskar Morgenstern trad. F. Rostand,inv. 1902,-,Monographie prêtable (50),288 p.,1972,Dunod,-
12904,1389,1584250,'046200014183',11/30/2010,11/30/2010,STA 164 (1),inv. 3797,Économétrie appliquée,"par Georges Rottier,... -",inv. 3797,2-04-003256-8,Monographie prêtable (50),XVI-284 p.,1975,Dunod,80 F
12905,1389,1584236,'046200014184',11/30/2010,11/30/2010,STA 164 (3),inv. 6748,Économétrie appliquée,"par Georges Rottier,... -",inv. 6748,2-04-003256-8,Monographie prêtable (50),XVI-284 p.,1975,Dunod,80 F
12906,93185,1584474,'046200014185',11/30/2010,11/30/2010,STA 163 (1),inv. 4323 (1),Initiation au calcul économique,"Hervé Thiriez,... -",inv. 4323 (1),2-04-004273-3,Monographie prêtable (50),184 p.,1977,Dunod,45 F
12907,476936,1584462,'046200014186',11/30/2010,11/30/2010,STA 163,inv. 6428,Initiation au calcul économique,Hervé Thiriez -,inv. 6428,2-04-011391-6,Monographie prêtable (50),189p,1981,Dunod,-
12908,149106,1584502,'046200014187',11/30/2010,11/30/2010,STA 162 (A),inv. 7391,La transmission de la chaleur,André B.de Vriendt -,inv. 7391,2891050584,Monographie prêtable (50),395 p.,1982,Gaëtan morin éditeur,-
12909,1557862,1584486,'046200014188',11/30/2010,11/30/2010,STA 162 ((B),inv. 162 (B),La transmission de la chaleur,André B. De Vriendt -,inv. 162 (B),2891051041,Monographie prêtable (50),733 p.,1982,Gaetan morin,-
12910,1449,1584541,'046200014189',11/30/2010,11/30/2010,STA 191 (2),inv. 5259 (2),Exercices commentés de statistique et informatique appliquées,"par Ronald Céhessat, nom collectif de P. Cohendet,... C. Hesse,... A. Leclerc,... J.M. Levy,... [etc.] -",inv. 5259 (2),2040016252,Monographie prêtable (50),XIV-418 p.,1976,Dunod,-
12911,94675,1584520,'046200014190',11/30/2010,11/30/2010,STA 161,inv. 7233,Introduction à l'économie quantitative par les applications,"Fabrizio Carlevaro , Édouard Rossier sous la direction de Luigi Solari",inv. 7233,2-88036-018-8,Monographie prêtable (50),-,1979,Masson,-
12912,1449,1584599,'046200014191',11/30/2010,11/30/2010,STA 191 (1),inv. 5259 (1),Exercices commentés de statistique et informatique appliquées,"par Ronald Céhessat, nom collectif de P. Cohendet,... C. Hesse,... A. Leclerc,... J.M. Levy,... [etc.] -",inv. 5259 (1),2040016252,Monographie prêtable (50),XIV-418 p.,1976,Dunod,-
12913,9689,1584556,'046200014192',11/30/2010,10/28/2014,STA 191 (3),inv. 7577 (1),Exercices commentés de statistique et informatique appliquées,par Ronald Céhessat. - 2e éd -,inv. 7577 (1),2040115811,Monographie prêtable (50),460 p.,1981.,Dunod,-
12914,350841,1584640,'046200014193',11/30/2010,11/30/2010,STA 190,inv. 7876,Statistique et économétrie,Claude Mouchot -,inv. 7876,2-7178-0540-0,Monographie prêtable (50),166 p.,1983,Economica,85 F
12915,9689,1584627,'046200014194',11/30/2010,11/30/2010,STA 191 (4),inv. 7577 (2),Exercices commentés de statistique et informatique appliquées,par Ronald Céhessat. - 2e éd -,inv. 7577 (2),2040115811,Monographie prêtable (50),460 p.,1981.,Dunod,-
12916,6489,1584647,'046200014195',11/30/2010,11/30/2010,STA 189 (1),inv. 7675,Histoire de la statistique industrielle,Michel Volle -,inv. 7675,2-7178-0520-6,Monographie prêtable (50),302 p.,1982,Economica,95 F
12917,94695,1584658,'046200014196',11/30/2010,11/30/2010,STA 188,inv. 7670,Cours de statistique mathématique,"Alain Monfort,... -",inv. 7670,2-7178-0477-3,Monographie prêtable (50),317 p.,1982,Economica,95 F
12918,3506,1584671,'046200014197',11/30/2010,11/30/2010,STA 188 (3),inv. 14676 (2),Cours de statistique mathématique,Alain Monfort -,inv. 14676 (2),-,Monographie prêtable (50),333 p.,1997,Économica,-
12919,151014,1584889,'046200014198',11/30/2010,11/30/2010,STA 186,inv. 7526,"Probabilités, statistiques et sondages","J. Genet, G. Pupion et M. Repussard -",inv. 7526,2711721388,Monographie prêtable (50),320 p.,1974,Vuibert,70 F
12920,248877,1585024,'046200014199',11/30/2010,11/30/2010,STA 184 (2),inv. 7562 (2),Theorie de la decision,- -,inv. 7562 (2),2-89092-008-9,Monographie prêtable (50),vii-184p.,-,Ed.sciences et culture,-
12921,94779,1584912,'046200014200',11/30/2010,11/30/2010,STA 185 (4),inv. 7796,Exercices commentés de mathématiques pour l'analyse statistique des données,"Jean-Pierre Nakache, Anne Chevalier, Vincent Morice -",inv. 7796,2-04-011497-1,Monographie prêtable (50),312 p.,1981,Bordas,-
12922,94779,1585201,'046200014201',11/30/2010,11/30/2010,STA 185 (2),inv. 7575 (2),Exercices commentés de mathématiques pour l'analyse statistique des données,"Jean-Pierre Nakache, Anne Chevalier, Vincent Morice -",inv. 7575 (2),2-04-011497-1,Monographie prêtable (50),312 p.,1981,Bordas,-
12923,94779,1585188,'046200014202',11/30/2010,11/30/2010,STA 185 (1),inv. 7575 (1),Exercices commentés de mathématiques pour l'analyse statistique des données,"Jean-Pierre Nakache, Anne Chevalier, Vincent Morice -",inv. 7575 (1),2-04-011497-1,Monographie prêtable (50),312 p.,1981,Bordas,-
12924,1541508,1585250,'046200014203',11/30/2010,11/30/2010,STA 183 (2),inv. 7561 (2),Régression linéaire,"Jean-Claude Guérard, Jean-Marc Picard -",inv. 7561 (2),2890920054,Monographie prêtable (50),p.88,1980,Ed. Sciences et culture INC.,-
12925,94779,1585237,'046200014204',11/30/2010,11/30/2010,STA 185 (3),inv. 7575 (3),Exercices commentés de mathématiques pour l'analyse statistique des données,"Jean-Pierre Nakache, Anne Chevalier, Vincent Morice -",inv. 7575 (3),2-04-011497-1,Monographie prêtable (50),312 p.,1981,Bordas,-
12926,251468,1585283,'046200014205',11/30/2010,11/30/2010,STA 180 (1),inv. 7558 (1),Optimisation,JacquesCartier -,inv. 7558 (1),-,Monographie prêtable (50),-,1977,Ed.sciences et culture,-
12927,783289,1585274,'046200014206',11/30/2010,11/30/2010,STA 181 (1),inv. 7559 (1),Problemes et applications de probabilites et statistique,Gilbert Laporte ; roch Ouellet -,inv. 7559 (1),0-88567-009-4,Monographie prêtable (50),231 p.,1978,Editions Science et culture,-
12928,783289,1585301,'046200014207',11/30/2010,11/30/2010,STA 181 (2),inv. 7559 (2),Problemes et applications de probabilites et statistique,Gilbert Laporte ; roch Ouellet -,inv. 7559 (2),0-88567-009-4,Monographie prêtable (50),231 p.,1978,Editions Science et culture,-
12929,251468,1585292,'046200014208',11/30/2010,11/30/2010,STA 180 (2),inv. 7558 (2),Optimisation,JacquesCartier -,inv. 7558 (2),-,Monographie prêtable (50),-,1977,Ed.sciences et culture,-
12930,418,1585378,'046200014209',11/30/2010,11/30/2010,STA 167,inv. 6972,Temps et sciences économiques,"Claude Mouchot,... -",inv. 6972,2-7178-0133-2,Monographie prêtable (50),VII-202 p.,1978,Économica,55 F
12931,19804,1585370,'046200014210',11/30/2010,11/30/2010,STA 168 (2),inv. 1433,Le calcul économique,J. Lesourne -,inv. 1433,-,Monographie prêtable (50),252 p.,1964,Dunod,-
12932,95331,1585581,'046200014211',11/30/2010,11/30/2010,STA 196 (1),inv. 7405,Statistique en gestion et en économie,"Jean Martel,Raymond Nadeau d'Albert Dionne",inv. 7405,2-89105-009-6,Monographie prêtable (50),455 p.,1980,Gaëtan morin éditeurs,-
12933,854,1585571,'046200014212',11/30/2010,3/15/2012,STA 197,inv. 7059,Problèmes d'économie mathématique,"Jean-Paul Auray,... Gérard Duru,... Michel Mougeot,... -",inv. 7059,2-7178-0094-8,Monographie prêtable (50),326 p.,1977,Économica,54 F
12934,1590970,1585720,'046200014213',11/30/2010,11/30/2010,STA 198 (2),inv. 8174 (2),The econometrics of panel data,Marc Nerlove -,inv. 8174 (2),-,Monographie prêtable (50),747 p.,1977,Editions du CNRS,-
12935,1590970,1585659,'046200014214',11/30/2010,11/30/2010,STA 198 (1),inv. 8174 (1),The econometrics of panel data,Marc Nerlove -,inv. 8174 (1),-,Monographie prêtable (50),747 p.,1977,Editions du CNRS,-
12936,95331,1587208,'046200014215',12/1/2010,12/1/2010,STA 196 (3),inv. 8166,Statistique en gestion et en économie,"Jean Martel,Raymond Nadeau d'Albert Dionne",inv. 8166,2-89105-009-6,Monographie prêtable (50),455 p.,1980,Gaëtan morin éditeurs,-
